x,y,z,p
0,0,0,0.000152288
0,0.1,0,0.000335157
0,0.2,0,0.000518027
0,0.3,0,0.00073159
0,0.4,0,0.000975847
0,0.5,0,0.0012201
0,0.6,0,0.00146524
0,0.7,0,0.00171038
0,0.8,0,0.00195613
0,0.9,0,0.00220247
0,1,0,0.00244882
0,1.1,0,0.00269654
0,1.2,0,0.00294428
0,1.3,0,0.0031927
0,1.4,0,0.00344182
0,1.5,0,0.00369095
0,1.6,0,0.00394125
0,1.7,0,0.00419156
0,1.8,0,0.00444222
0,1.9,0,0.00469324
0,2,0,0.00494425
0,2.1,0,0.0051952
0,2.2,0,0.00544615
0,2.3,0,0.00569649
0,2.4,0,0.00594623
0,2.5,0,0.00619597
0,2.6,0,0.00644299
0,2.7,0,0.00669
0,2.8,0,0.00693469
0,2.9,0,0.00717706
0,3,0,0.00741942
0,3.1,0,0.00765479
0,3.2,0,0.00789016
0,3.3,0,0.00812067
0,3.4,0,0.00834632
0,3.5,0,0.00857197
0,3.6,0,0.00878482
0,3.7,0,0.00899768
0,3.8,0,0.00920248
0,3.9,0,0.00939922
0,4,0,0.00959596
0,4.1,0,0.00977315
0,4.2,0,0.00995034
0,4.3,0,0.0101161
0,4.4,0,0.0102703
0,4.5,0,0.0104246
0,4.6,0,0.0105527
0,4.7,0,0.0106809
0,4.8,0,0.0107886
0,4.9,0,0.0108759
0,5,0,0.0109631
0,5.1,0,0.0110726
0,5.2,0,0.0111381
0,5.3,0,0.0111907
0,5.4,0,0.0112304
0,5.5,0,0.0112569
0,5.6,0,0.0112704
0,5.7,0,0.0112707
0,5.8,0,0.0112581
0,5.9,0,0.0112326
0,6,0,0.0111688
0,6.1,0,0.0111119
0,6.2,0,0.011055
0,6.3,0,0.0109982
0,6.4,0,0.0109124
0,6.5,0,0.0108112
0,6.6,0,0.01071
0,6.7,0,0.0105992
0,6.8,0,0.0104664
0,6.9,0,0.0103336
0,7,0,0.0102007
0,7.1,0,0.0100438
0,7.2,0,0.00988568
0,7.3,0,0.00972751
0,7.4,0,0.00955798
0,7.5,0,0.00938085
0,7.6,0,0.00920373
0,7.7,0,0.00902336
0,7.8,0,0.00883325
0,7.9,0,0.00864314
0,8,0,0.00845303
0,8.1,0,0.00825597
0,8.2,0,0.00805813
0,8.3,0,0.0078603
0,8.4,0,0.00766061
0,8.5,0,0.00745941
0,8.6,0,0.00725821
0,8.7,0,0.00705703
0,8.8,0,0.00685588
0,8.9,0,0.00665474
0,9,0,0.0064536
0,9.1,0,0.00625464
0,9.2,0,0.00605606
0,9.3,0,0.00585749
0,9.4,0,0.00566106
0,9.5,0,0.00546677
0,9.6,0,0.00527248
0,9.7,0,0.00507898
0,9.8,0,0.00489
0,9.9,0,0.00470102
0,10,0,0.00451204
0,10.1,0,0.00432768
0,10.2,0,0.00414448
0,10.3,0,0.00396128
0,10.4,0,0.00378069
0,10.5,0,0.00360329
0,10.6,0,0.00342589
0,10.7,0,0.00324904
0,10.8,0,0.00307713
0,10.9,0,0.00290523
0,11,0,0.00273332
0,11.1,0,0.0025651
0,11.2,0,0.00239811
0,11.3,0,0.00223112
0,11.4,0,0.00206579
0,11.5,0,0.00190294
0,11.6,0,0.00174009
0,11.7,0,0.0015774
0,11.8,0,0.00141778
0,11.9,0,0.00125817
0,12,0,0.00109855
0,12.1,0,0.00094049
0,12.2,0,0.000783098
0,12.3,0,0.000625706
0,12.4,0,0.000482206
0,12.5,0,0.000364505
0,12.6,0,0.000246804
0,12.7,0,0.000129104
0.1,0,0,9.13725e-05
0.1,0.1,0,0.000274117
0.1,0.2,0,0.000487403
0.1,0.3,0,0.000731312
0.1,0.4,0,0.000975499
0.1,0.5,0,0.00121972
0.1,0.6,0,0.00146471
0.1,0.7,0,0.00170985
0.1,0.8,0,0.00195553
0.1,0.9,0,0.0022018
0.1,1,0,0.0024482
0.1,1.1,0,0.00269583
0.1,1.2,0,0.0029436
0.1,1.3,0,0.00319205
0.1,1.4,0,0.00344115
0.1,1.5,0,0.00369041
0.1,1.6,0,0.00394074
0.1,1.7,0,0.00419113
0.1,1.8,0,0.00444195
0.1,1.9,0,0.00469303
0.1,2,0,0.00494424
0.1,2.1,0,0.00519548
0.1,2.2,0,0.00544652
0.1,2.3,0,0.00569719
0.1,2.4,0,0.00594716
0.1,2.5,0,0.00619708
0.1,2.6,0,0.00644478
0.1,2.7,0,0.00669186
0.1,2.8,0,0.00693709
0.1,2.9,0,0.00717992
0.1,3,0,0.00742235
0.1,3.1,0,0.00765892
0.1,3.2,0,0.00789428
0.1,3.3,0,0.00812552
0.1,3.4,0,0.00835191
0.1,3.5,0,0.00857738
0.1,3.6,0,0.00879203
0.1,3.7,0,0.00900469
0.1,3.8,0,0.00921035
0.1,3.9,0,0.00940813
0.1,4,0,0.00960427
0.1,4.1,0,0.0097838
0.1,4.2,0,0.00996054
0.1,4.3,0,0.0101271
0.1,4.4,0,0.0102826
0.1,4.5,0,0.0104357
0.1,4.6,0,0.0105665
0.1,4.7,0,0.0106939
0.1,4.8,0,0.0108082
0.1,4.9,0,0.0109029
0.1,5,0,0.010976
0.1,5.1,0,0.0110856
0.1,5.2,0,0.0111514
0.1,5.3,0,0.0112041
0.1,5.4,0,0.0112437
0.1,5.5,0,0.0112703
0.1,5.6,0,0.0112837
0.1,5.7,0,0.0112841
0.1,5.8,0,0.0112713
0.1,5.9,0,0.0112456
0.1,6,0,0.0111816
0.1,6.1,0,0.0111422
0.1,6.2,0,0.0110913
0.1,6.3,0,0.0110164
0.1,6.4,0,0.0109298
0.1,6.5,0,0.0108344
0.1,6.6,0,0.0107269
0.1,6.7,0,0.0106114
0.1,6.8,0,0.0104853
0.1,6.9,0,0.0103503
0.1,7,0,0.0102092
0.1,7.1,0,0.0100567
0.1,7.2,0,0.00990048
