x,y,z,p
0,0,0,0.0330024
0,0.1,0,0.0726212
0,0.2,0,0.11224
0,0.3,0,0.158498
0,0.4,0,0.211396
0,0.5,0,0.264293
0,0.6,0,0.317324
0,0.7,0,0.370356
0,0.8,0,0.423429
0,0.9,0,0.476543
0,1,0,0.529658
0,1.1,0,0.582713
0,1.2,0,0.635768
0,1.3,0,0.68874
0,1.4,0,0.741629
0,1.5,0,0.794518
0,1.6,0,0.847247
0,1.7,0,0.899976
0,1.8,0,0.952687
0,1.9,0,1.00538
0,2,0,1.05808
0,2.1,0,1.11091
0,2.2,0,1.16375
0,2.3,0,1.21668
0,2.4,0,1.26972
0,2.5,0,1.32275
0,2.6,0,1.37579
0,2.7,0,1.42882
0,2.8,0,1.48167
0,2.9,0,1.53431
0,3,0,1.58696
0,3.1,0,1.63921
0,3.2,0,1.69145
0,3.3,0,1.74385
0,3.4,0,1.7964
0,3.5,0,1.84895
0,3.6,0,1.90194
0,3.7,0,1.95494
0,3.8,0,2.00684
0,3.9,0,2.05764
0,4,0,2.10844
0,4.1,0,2.15349
0,4.2,0,2.19855
0,4.3,0,2.24021
0,4.4,0,2.27849
0,4.5,0,2.31677
0,4.6,0,2.34997
0,4.7,0,2.38318
0,4.8,0,2.41397
0,4.9,0,2.44234
0,5,0,2.47072
0,5.1,0,2.49598
0,5.2,0,2.52124
0,5.3,0,2.53864
0,5.4,0,2.55605
0,5.5,0,2.57073
0,5.6,0,2.58542
0,5.7,0,2.59473
0,5.8,0,2.60404
0,5.9,0,2.60718
0,6,0,2.61033
0,6.1,0,2.60926
0,6.2,0,2.60819
0,6.3,0,2.60035
0,6.4,0,2.59251
0,6.5,0,2.58099
0,6.6,0,2.56947
0,6.7,0,2.554
0,6.8,0,2.53852
0,6.9,0,2.51313
0,7,0,2.48774
0,7.1,0,2.461
0,7.2,0,2.43426
0,7.3,0,2.40649
0,7.4,0,2.3729
0,7.5,0,2.33931
0,7.6,0,2.30471
0,7.7,0,2.26777
0,7.8,0,2.23082
0,7.9,0,2.19219
0,8,0,2.15149
0,8.1,0,2.11079
0,8.2,0,2.06713
0,8.3,0,2.0215
0,8.4,0,1.97587
0,8.5,0,1.92767
0,8.6,0,1.8786
0,8.7,0,1.82953
0,8.8,0,1.77945
0,8.9,0,1.72926
0,9,0,1.67909
0,9.1,0,1.62935
0,9.2,0,1.57962
0,9.3,0,1.53011
0,9.4,0,1.48153
0,9.5,0,1.43295
0,9.6,0,1.38474
0,9.7,0,1.33723
0,9.8,0,1.28972
0,9.9,0,1.24265
0,10,0,1.19602
0,10.1,0,1.14939
0,10.2,0,1.10317
0,10.3,0,1.05717
0,10.4,0,1.01117
0,10.5,0,0.965465
0,10.6,0,0.919839
0,10.7,0,0.874213
0,10.8,0,0.828922
0,10.9,0,0.783649
0,11,0,0.738425
0,11.1,0,0.69364
0,11.2,0,0.648856
0,11.3,0,0.604224
0,11.4,0,0.560051
0,11.5,0,0.515879
0,11.6,0,0.471956
0,11.7,0,0.428409
0,11.8,0,0.384861
0,11.9,0,0.341601
0,12,0,0.298575
0,12.1,0,0.25555
0,12.2,0,0.212782
0,12.3,0,0.170126
0,12.4,0,0.127469
0,12.5,0,0.0939441
0,12.6,0,0.0620306
0,12.7,0,0.030117
0.1,0,0,0.0198014
0.1,0.1,0,0.0594043
0.1,0.2,0,0.105614
0.1,0.3,0,0.158449
0.1,0.4,0,0.211334
0.1,0.5,0,0.264224
0.1,0.6,0,0.317252
0.1,0.7,0,0.370271
0.1,0.8,0,0.423375
0.1,0.9,0,0.476532
0.1,1,0,0.529602
0.1,1.1,0,0.582784
0.1,1.2,0,0.635897
0.1,1.3,0,0.688881
0.1,1.4,0,0.741724
0.1,1.5,0,0.795279
0.1,1.6,0,0.847312
0.1,1.7,0,0.90087
0.1,1.8,0,0.953534
0.1,1.9,0,1.00535
0.1,2,0,1.06106
0.1,2.1,0,1.1108
0.1,2.2,0,1.16582
0.1,2.3,0,1.21876
0.1,2.4,0,1.26963
0.1,2.5,0,1.32792
0.1,2.6,0,1.37588
0.1,2.7,0,1.43163
0.1,2.8,0,1.48458
0.1,2.9,0,1.53461
0.1,3,0,1.59228
0.1,3.1,0,1.63932
0.1,3.2,0,1.69367
0.1,3.3,0,1.7458
0.1,3.4,0,1.79598
0.1,3.5,0,1.85095
0.1,3.6,0,1.90191
0.1,3.7,0,1.95402
0.1,3.8,0,2.00705
0.1,3.9,0,2.05987
0.1,4,0,2.10318
0.1,4.1,0,2.15701
0.1,4.2,0,2.19742
0.1,4.3,0,2.23896
0.1,4.4,0,2.28175
0.1,4.5,0,2.31349
0.1,4.6,0,2.35178
0.1,4.7,0,2.38378
0.1,4.8,0,2.41518
0.1,4.9,0,2.44537
0.1,5,0,2.47099
0.1,5.1,0,2.50085
0.1,5.2,0,2.52261
0.1,5.3,0,2.54006
0.1,5.4,0,2.55905
0.1,5.5,0,2.5715
0.1,5.6,0,2.5885
0.1,5.7,0,2.59827
0.1,5.8,0,2.60703
0.1,5.9,0,2.60858
0.1,6,0,2.61348
0.1,6.1,0,2.61124
0.1,6.2,0,2.61082
0.1,6.3,0,2.60379
0.1,6.4,0,2.59504
0.1,6.5,0,2.5805
0.1,6.6,0,2.57069
0.1,6.7,0,2.55766
0.1,6.8,0,2.53748
0.1,6.9,0,2.5174
0.1,7,0,2.48524
0.1,7.1,0,2.46544
0.1,7.2,0,2.43712
0.1,7.3,0,2.40279
0.1,7.4,0,2.3753
0.1,7.5,0,2.33798
0.1,7.6,0,2.29974
0.1,7.7,0,2.26918
0.1,7.8,0,2.2268
0.1,7.9,0,2.18782
0.1,8,0,2.15436
0.1,8.1,0,2.10623
0.1,8.2,0,2.06452
0.1,8.3,0,2.02426
0.1,8.4,0,1.97256
0.1,8.5,0,1.92671
0.1,8.6,0,1.8797
0.1,8.7,0,1.8292
0.1,8.8,0,1.77945
0.1,8.9,0,1.7299
0.1,9,0,1.68217
0.1,9.1,0,1.62902
0.1,9.2,0,1.5808
0.1,9.3,0,1.53451
0.1,9.4,0,1.48086
0.1,9.5,0,1.43508
0.1,9.6,0,1.38862
0.1,9.7,0,1.33668
0.1,9.8,0,1.29217
0.1,9.9,0,1.24514
0.1,10,0,1.19556
0.1,10.1,0,1.15143
0.1,10.2,0,1.10438
0.1,10.3,0,1.05691
0.1,10.4,0,1.01244
0.1,10.5,0,0.965818
0.1,10.6,0,0.919721
0.1,10.7,0,0.874726
0.1,10.8,0,0.828824
0.1,10.9,0,0.783473
0.1,11,0,0.73841
0.1,11.1,0,0.693323
0.1,11.2,0,0.648576
0.1,11.3,0,0.604
0.1,11.4,0,0.559683
0.1,11.5,0,0.515573
0.1,11.6,0,0.471682
0.1,11.7,0,0.428064
0.1,11.8,0,0.384592
0.1,11.9,0,0.341366
0.1,12,0,0.298325
0.1,12.1,0,0.255365
0.1,12.2,0,0.212615
0.1,12.3,0,0.169955
0.1,12.4,0,0.127372
0.1,12.5,0,0.0849179
0.1,12.6,0,0.0499578
0.1,12.7,0,0.0180702
0.2,0,0,0.00660048
0.2,0.1,0,0.052794
0.2,0.2,0,0.105578
0.2,0.3,0,0.158414
0.2,0.4,0,0.211278
0.2,0.5,0,0.264155
0.2,0.6,0,0.317171
0.2,0.7,0,0.370175
0.2,0.8,0,0.423278
0.2,0.9,0,0.476434
0.2,1,0,0.529547
0.2,1.1,0,0.582786
0.2,1.2,0,0.636083
0.2,1.3,0,0.689068
0.2,1.4,0,0.742531
0.2,1.5,0,0.79604
0.2,1.6,0,0.848902
0.2,1.7,0,0.902594
0.2,1.8,0,0.955258
0.2,1.9,0,1.00921
0.2,2,0,1.06405
0.2,2.1,0,1.11596
0.2,2.2,0,1.17006
0.2,2.3,0,1.22301
0.2,2.4,0,1.27696
0.2,2.5,0,1.33309
0.2,2.6,0,1.38377
0.2,2.7,0,1.43717
0.2,2.8,0,1.49011
0.2,2.9,0,1.54255
0.2,3,0,1.5976
0.2,3.1,0,1.64674
0.2,3.2,0,1.69798
0.2,3.3,0,1.75011
0.2,3.4,0,1.80035
0.2,3.5,0,1.85295
0.2,3.6,0,1.90303
0.2,3.7,0,1.95222
0.2,3.8,0,2.00525
0.2,3.9,0,2.05259
0.2,4,0,2.09792
0.2,4.1,0,2.14711
0.2,4.2,0,2.19166
0.2,4.3,0,2.2332
0.2,4.4,0,2.27396
0.2,4.5,0,2.31021
0.2,4.6,0,2.34729
0.2,4.7,0,2.38318
0.2,4.8,0,2.41458
0.2,4.9,0,2.44382
0.2,5,0,2.47126
0.2,5.1,0,2.49965
0.2,5.2,0,2.52398
0.2,5.3,0,2.54263
0.2,5.4,0,2.56206
0.2,5.5,0,2.57568
0.2,5.6,0,2.59158
0.2,5.7,0,2.60105
0.2,5.8,0,2.61002
0.2,5.9,0,2.61249
0.2,6,0,2.61663
0.2,6.1,0,2.61458
0.2,6.2,0,2.61344
0.2,6.3,0,2.60593
0.2,6.4,0,2.59756
0.2,6.5,0,2.58355
0.2,6.6,0,2.57191
0.2,6.7,0,2.55595
0.2,6.8,0,2.53643
0.2,6.9,0,2.51261
0.2,7,0,2.48274
0.2,7.1,0,2.45916
0.2,7.2,0,2.43055
0.2,7.3,0,2.39817
0.2,7.4,0,2.36583
0.2,7.5,0,2.32993
0.2,7.6,0,2.29249
0.2,7.7,0,2.25642
0.2,7.8,0,2.21771
0.2,7.9,0,2.17873
0.2,8,0,2.13969
0.2,8.1,0,2.09766
0.2,8.2,0,2.05575
0.2,8.3,0,2.01323
0.2,8.4,0,1.96754
0.2,8.5,0,1.92144
0.2,8.6,0,1.87636
0.2,8.7,0,1.82873
0.2,8.8,0,1.77988
0.2,8.9,0,1.73296
0.2,9,0,1.68542
0.2,9.1,0,1.63485
0.2,9.2,0,1.58706
0.2,9.3,0,1.53999
0.2,9.4,0,1.48961
0.2,9.5,0,1.44136
0.2,9.6,0,1.39447
0.2,9.7,0,1.34501
0.2,9.8,0,1.29698
0.2,9.9,0,1.24995
0.2,10,0,1.20164
0.2,10.1,0,1.15458
0.2,10.2,0,1.10766
0.2,10.3,0,1.06029
0.2,10.4,0,1.01403
0.2,10.5,0,0.967558
0.2,10.6,0,0.92101
0.2,10.7,0,0.87527
0.2,10.8,0,0.829449
0.2,10.9,0,0.783712
0.2,11,0,0.738425
0.2,11.1,0,0.693406
0.2,11.2,0,0.648447
0.2,11.3,0,0.603817
0.2,11.4,0,0.559561
0.2,11.5,0,0.515343
0.2,11.6,0,0.471447
0.2,11.7,0,0.427894
0.2,11.8,0,0.384371
0.2,11.9,0,0.341146
0.2,12,0,0.29817
0.2,12.1,0,0.255203
0.2,12.2,0,0.212463
0.2,12.3,0,0.169873
0.2,12.4,0,0.127286
0.2,12.5,0,0.0848393
0.2,12.6,0,0.0424337
0.2,12.7,0,0.00602341
0.3,0,0,0
0.3,0.1,0,0.0527536
0.3,0.2,0,0.105538
0.3,0.3,0,0.158312
0.3,0.4,0,0.211176
0.3,0.5,0,0.26394
0.3,0.6,0,0.316996
0.3,0.7,0,0.37
0.3,0.8,0,0.423066
0.3,0.9,0,0.476222
0.3,1,0,0.529366
0.3,1.1,0,0.582775
0.3,1.2,0,0.636073
0.3,1.3,0,0.689826
0.3,1.4,0,0.743289
0.3,1.5,0,0.796974
0.3,1.6,0,0.851187
0.3,1.7,0,0.90488
0.3,1.8,0,0.95987
0.3,1.9,0,1.01383
0.3,2,0,1.06736
0.3,2.1,0,1.12329
0.3,2.2,0,1.17739
0.3,2.3,0,1.23267
0.3,2.4,0,1.28663
0.3,2.5,0,1.33833
0.3,2.6,0,1.39477
0.3,2.7,0,1.44817
0.3,2.8,0,1.50124
0.3,2.9,0,1.55368
0.3,3,0,1.60285
0.3,3.1,0,1.65688
0.3,3.2,0,1.70812
0.3,3.3,0,1.75724
0.3,3.4,0,1.80747
0.3,3.5,0,1.85537
0.3,3.6,0,1.90391
0.3,3.7,0,1.9531
0.3,3.8,0,1.99714
0.3,3.9,0,2.04449
0.3,4,0,2.09533
0.3,4.1,0,2.13417
0.3,4.2,0,2.17872
0.3,4.3,0,2.22307
0.3,4.4,0,2.26383
0.3,4.5,0,2.30969
0.3,4.6,0,2.34431
0.3,4.7,0,2.38019
0.3,4.8,0,2.41515
0.3,4.9,0,2.4444
0.3,5,0,2.47428
0.3,5.1,0,2.50017
0.3,5.2,0,2.52836
0.3,5.3,0,2.5476
0.3,5.4,0,2.56816
0.3,5.5,0,2.58273
0.3,5.6,0,2.59794
0.3,5.7,0,2.60632
0.3,5.8,0,2.61644
0.3,5.9,0,2.6192
0.3,6,0,2.62322
0.3,6.1,0,2.62048
0.3,6.2,0,2.61942
0.3,6.3,0,2.61053
0.3,6.4,0,2.60328
0.3,6.5,0,2.58904
0.3,6.6,0,2.57624
0.3,6.7,0,2.55532
0.3,6.8,0,2.53849
0.3,6.9,0,2.50906
0.3,7,0,2.48335
0.3,7.1,0,2.45271
0.3,7.2,0,2.42411
0.3,7.3,0,2.39403
0.3,7.4,0,2.35379
0.3,7.5,0,2.3179
0.3,7.6,0,2.28177
0.3,7.7,0,2.23947
0.3,7.8,0,2.20114
0.3,7.9,0,2.16214
0.3,8,0,2.12028
0.3,8.1,0,2.08211
0.3,8.2,0,2.04088
0.3,8.3,0,1.99837
0.3,8.4,0,1.95862
0.3,8.5,0,1.91622
0.3,8.6,0,1.87114
0.3,8.7,0,1.82738
0.3,8.8,0,1.78321
0.3,8.9,0,1.73629
0.3,9,0,1.68884
0.3,9.1,0,1.64453
0.3,9.2,0,1.59674
0.3,9.3,0,1.54737
0.3,9.4,0,1.50184
0.3,9.5,0,1.45358
0.3,9.6,0,1.40331
0.3,9.7,0,1.35617
0.3,9.8,0,1.3073
0.3,9.9,0,1.25754
0.3,10,0,1.2097
0.3,10.1,0,1.16063
0.3,10.2,0,1.11219
0.3,10.3,0,1.06483
0.3,10.4,0,1.0165
0.3,10.5,0,0.969403
0.3,10.6,0,0.922856
0.3,10.7,0,0.875676
0.3,10.8,0,0.829781
0.3,10.9,0,0.784043
0.3,11,0,0.738107
0.3,11.1,0,0.693135
0.3,11.2,0,0.648176
0.3,11.3,0,0.603305
0.3,11.4,0,0.559098
0.3,11.5,0,0.51488
0.3,11.6,0,0.470943
0.3,11.7,0,0.427416
0.3,11.8,0,0.383891
0.3,11.9,0,0.340739
0.3,12,0,0.297766
0.3,12.1,0,0.254822
0.3,12.2,0,0.212219
0.3,12.3,0,0.169629
0.3,12.4,0,0.127079
0.3,12.5,0,0.0847399
0.3,12.6,0,0.0423343
0.3,12.7,0,0
0.4,0,0,0
0.4,0.1,0,0.0527229
0.4,0.2,0,0.105343
0.4,0.3,0,0.158117
0.4,0.4,0,0.210916
0.4,0.5,0,0.26358
0.4,0.6,0,0.316688
0.4,0.7,0,0.36956
0.4,0.8,0,0.422627
0.4,0.9,0,0.475928
0.4,1,0,0.529061
0.4,1.1,0,0.582582
0.4,1.2,0,0.636267
0.4,1.3,0,0.690021
0.4,1.4,0,0.744175
0.4,1.5,0,0.798081
0.4,1.6,0,0.852816
0.4,1.7,0,0.907216
0.4,1.8,0,0.962206
