x,y,z,p
0,0,0,3.16411e-05
0,0.1,0,6.71038e-05
0,0.2,0,0.000102566
0,0.3,0,0.000144257
0,0.4,0,0.000192174
0,0.5,0,0.000240092
0,0.6,0,0.000287618
0,0.7,0,0.000335145
0,0.8,0,0.000382381
0,0.9,0,0.000429325
0,1,0,0.000476269
0,1.1,0,0.000522443
0,1.2,0,0.000568617
0,1.3,0,0.000614314
0,1.4,0,0.000659534
0,1.5,0,0.000704755
0,1.6,0,0.000748841
0,1.7,0,0.000792927
0,1.8,0,0.000836359
0,1.9,0,0.000879135
0,2,0,0.000921911
0,2.1,0,0.000963204
0,2.2,0,0.0010045
0,2.3,0,0.00104496
0,2.4,0,0.00108461
0,2.5,0,0.00112425
0,2.6,0,0.00116208
0,2.7,0,0.00119991
0,2.8,0,0.00123676
0,2.9,0,0.00127262
0,3,0,0.00130849
0,3.1,0,0.00134222
0,3.2,0,0.00137596
0,3.3,0,0.00140856
0,3.4,0,0.00144003
0,3.5,0,0.00147149
0,3.6,0,0.00150054
0,3.7,0,0.00152959
0,3.8,0,0.00155737
0,3.9,0,0.00158386
0,4,0,0.00161035
0,4.1,0,0.00163415
0,4.2,0,0.00165795
0,4.3,0,0.00168033
0,4.4,0,0.0017013
0,4.5,0,0.00172226
0,4.6,0,0.00174026
0,4.7,0,0.00175826
0,4.8,0,0.00177381
0,4.9,0,0.00178689
0,5,0,0.00179998
0,5.1,0,0.00181794
0,5.2,0,0.00182963
0,5.3,0,0.00184009
0,5.4,0,0.00184937
0,5.5,0,0.00185745
0,5.6,0,0.00186433
0,5.7,0,0.00187
0,5.8,0,0.00187449
0,5.9,0,0.00187776
0,6,0,0.00188038
0,6.1,0,0.00187946
0,6.2,0,0.00187854
0,6.3,0,0.00187762
0,6.4,0,0.00187421
0,6.5,0,0.00186947
0,6.6,0,0.00186473
0,6.7,0,0.00185879
0,6.8,0,0.00185004
0,6.9,0,0.0018413
0,7,0,0.00183256
0,7.1,0,0.00182025
0,7.2,0,0.00180775
0,7.3,0,0.00179525
0,7.4,0,0.00178063
0,7.5,0,0.00176458
0,7.6,0,0.00174853
0,7.7,0,0.00173164
0,7.8,0,0.00171225
0,7.9,0,0.00169286
0,8,0,0.00167347
0,8.1,0,0.00165126
0,8.2,0,0.00162875
0,8.3,0,0.00160623
0,8.4,0,0.00158211
0,8.5,0,0.00155668
